,larva(1),larva(4),larva(6)
perimeter(766),88.669,78.0833,102.083
perimeter(767),88.669,82.0833,107.397
perimeter(768),88.0833,87.397,104.669
perimeter(769),89.8406,88.8112,105.74
perimeter(770),90.9117,86.9117,106.083
perimeter(771),85.598,88.3259,101.841
perimeter(772),82.7696,85.4975,97.4975
perimeter(773),83.598,82.669,96.0833
perimeter(774),80.7696,80.669,96.669
perimeter(775),81.598,79.2548,97.2548
perimeter(776),82.7696,81.2548,98.4264
perimeter(777),83.598,81.0122,98.4264
perimeter(778),87.8406,83.0122,99.8406
perimeter(779),88.4264,85.2548,105.497
perimeter(780),88.669,88.0833,105.497
perimeter(781),89.0122,87.2548,103.497
perimeter(782),85.0122,87.2548,104.326
perimeter(783),81.598,86.4264,98.4264
perimeter(784),79.598,80.4264,96.669
perimeter(785),81.0122,79.3553,98.9117
perimeter(786),82.4264,79.598,100.326
perimeter(787),82.1838,81.598,100.912
perimeter(788),83.0122,85.598,100.669
perimeter(789),86.4264,86.669,99.2548
perimeter(790),88.4264,86.4264,102.083
perimeter(791),87.2548,86.0833,107.74
perimeter(792),85.0122,80.7696,107.74
perimeter(793),84.1838,79.598,106.083
perimeter(794),81.0122,80.4264,109.154
perimeter(795),82.4264,79.598,106.912
perimeter(796),81.598,81.598,101.255
perimeter(797),81.8406,82.4264,113.74
perimeter(798),83.8406,81.598,121.397
perimeter(799),86.4264,86.669,119.983
perimeter(800),88.4264,84.4264,103.74
perimeter(801),85.8406,79.8406,122.225
perimeter(802),87.0122,81.0122,110.912
perimeter(803),88.0833,81.0122,113.64
perimeter(804),83.8406,80.4264,113.154
perimeter(805),79.9411,84.0833,126.468
perimeter(806),80.1838,84.669,119.154
perimeter(807),81.0122,90.9117,107.154
perimeter(808),81.598,84.669,126.811
perimeter(809),81.598,81.2548,127.397
perimeter(810),87.8406,82.4264,109.154
perimeter(811),85.598,80.4264,117.983
perimeter(812),85.0122,81.2548,127.539
perimeter(813),88.1838,80.4264,114.811
perimeter(814),84.1838,81.8406,108.811
perimeter(815),83.2548,84.669,110.811
perimeter(816),83.0122,87.8406,112.811
perimeter(817),86.0833,86.9117,114.811
perimeter(818),83.9411,84.669,115.397
perimeter(819),83.3553,82.4264,121.296
perimeter(820),84.7696,80.4264,121.882
perimeter(821),89.8406,81.3553,122.953
perimeter(822),92.4264,81.0122,124.125
perimeter(823),87.598,83.8406,123.296
perimeter(824),91.598,87.2548,121.539
perimeter(825),88.1838,88.669,121.539
perimeter(826),85.598,89.8406,123.539
perimeter(827),83.9411,87.2548,122.125
perimeter(828),86.7696,88.0833,99.6396
perimeter(829),86.7696,83.8406,98.8112
perimeter(830),87.3553,81.8406,95.7401
perimeter(831),89.0122,81.8406,95.1543
perimeter(832),88.7696,81.2548,94.9117
perimeter(833),89.3553,82.669,95.9828
perimeter(834),91.0122,84.3259,97.9828
perimeter(835),86.1838,89.1543,99.9828
perimeter(836),83.9411,85.7401,102.811
perimeter(837),81.1127,84.0833,100.225
perimeter(838),81.3553,80.669,102.811
perimeter(839),83.1127,80.669,103.397
perimeter(840),83.9411,81.7401,105.983
perimeter(841),81.1127,79.4975,107.397
perimeter(842),82.8701,81.4975,101.64
perimeter(843),90.1838,82.9117,99.397
perimeter(844),86.5269,86.3259,95.9828
perimeter(845),90.5269,88.8112,92.3259
perimeter(846),88.7696,87.9828,95.7401
perimeter(847),83.9411,85.9828,94.0833
perimeter(848),81.3553,81.7401,94.0833
perimeter(849),84.5269,78.9117,94.3259
perimeter(850),85.3553,78.9117,94.9117
perimeter(851),83.3553,78.9117,95.4975
perimeter(852),85.3553,79.2548,95.4975
perimeter(853),85.9411,82.9117,95.4975
perimeter(854),89.8406,77.4975,99.7401
perimeter(855),84.7696,87.9828,103.154
perimeter(856),87.0122,86.5685,98.9117
perimeter(857),89.0122,89.397,100.083
perimeter(858),84.1838,83.7401,100.669
perimeter(859),82.7696,79.4975,99.2548
perimeter(860),86.1838,78.669,104.912
perimeter(861),84.7696,78.0833,101.841
perimeter(862),84.7696,79.4975,102.083
perimeter(863),83.1127,82.0833,101.012
perimeter(864),85.1127,78.9117,100.426
perimeter(865),87.0122,87.397,99.8406
perimeter(866),87.598,84.5685,98.4264
perimeter(867),84.7696,84.5685,93.3553
perimeter(868),82.4264,80.669,96.1838
perimeter(869),82.1838,78.0833,96.1838
perimeter(870),80.2843,78.3259,95.9411
perimeter(871),81.9411,80.3259,96.5269
perimeter(872),81.1127,80.9117,99.9411
perimeter(873),82.5269,82.9117,101.941
perimeter(874),85.3553,80.9117,103.598
perimeter(875),87.6985,85.7401,105.012
perimeter(876),89.6985,87.9828,105.012
perimeter(877),87.6985,84.3259,105.012
perimeter(878),92.7696,79.4975,100.527
perimeter(879),92.1838,78.0833,99.1127
perimeter(880),90.5269,80.9117,96.7696
perimeter(881),91.1127,80.0833,94.1838
perimeter(882),91.3553,80.9117,93.9411
perimeter(883),90.5269,82.669,95.598
perimeter(884),91.1127,85.9828,97.0122
perimeter(885),93.0122,84.3259,96.8701
perimeter(886),92.1838,84.3259,97.1127
perimeter(887),85.9411,80.669,99.9411
perimeter(888),86.7696,80.0833,99.9411
perimeter(889),83.1127,77.4975,101.941
perimeter(890),87.0122,79.9828,102.77
perimeter(891),88.7696,78.669,99.3553
perimeter(892),90.5269,82.3259,100.77
perimeter(893),89.9411,80.9117,95.9411
perimeter(894),91.598,85.1543,91.9411
perimeter(895),89.9411,85.4975,92.7696
perimeter(896),92.1838,82.0833,93.3553
perimeter(897),88.1838,79.4975,94.1838
perimeter(898),88.7696,79.4975,95.598
perimeter(899),92.1838,78.669,96.1838
perimeter(900),89.9411,79.4975,101.012
perimeter(901),92.1838,82.0833,100.184
perimeter(902),91.598,79.7401,102.426
perimeter(903),91.2548,87.7401,104.083
perimeter(904),90.669,86.3259,100.426
perimeter(905),93.7401,81.4975,98.1838
perimeter(906),93.8406,79.4975,96.4264
perimeter(907),93.2548,79.7401,97.598
perimeter(908),94.0833,78.0833,95.598
perimeter(909),92.9117,80.0833,97.8406
perimeter(910),92.3259,80.5685,95.3553
perimeter(911),81.2548,85.1543,96.7696
perimeter(912),80.4264,82.3259,100.527
perimeter(913),81.0122,81.1543,103.598
perimeter(914),81.2548,79.7401,101.941
perimeter(915),80.669,79.7401,102.77
perimeter(916),82.669,78.669,103.355
perimeter(917),85.7401,79.4975,99.9411
perimeter(918),88.3259,81.4975,96.2843
perimeter(919),86.3259,81.4975,92.7696
perimeter(920),84.9117,85.4975,93.3553
perimeter(921),78.9117,85.1543,93.9411
perimeter(922),79.7401,80.3259,98.0833
perimeter(923),80.3259,80.669,94.7696
perimeter(924),81.1543,79.4975,96.7696
perimeter(925),80.5685,77.8406,100.184
perimeter(926),80.3259,79.4975,100.527
perimeter(927),85.9828,82.3259,102.426
perimeter(928),87.9828,86.5685,103.255
perimeter(929),84.5685,84.3259,103.012
perimeter(930),85.6396,83.1543,95.3553
perimeter(931),83.9828,79.7401,93.3553
perimeter(932),79.7401,81.2548,93.0122
perimeter(933),81.7401,81.7401,93.9411
perimeter(934),83.1543,81.7401,93.9411
perimeter(935),83.1543,81.9828,94.7696
perimeter(936),81.1543,85.9828,98.7696
perimeter(937),82.5685,87.9828,99.598
perimeter(938),86.5685,89.9828,99.598
perimeter(939),89.7401,88.8112,98.4264
perimeter(940),87.397,80.9117,98.0833
perimeter(941),86.2254,80.0833,92.7696
perimeter(942),83.7401,80.0833,93.0122
perimeter(943),78.669,79.2548,92.1838
perimeter(944),79.4975,80.9117,94.4264
perimeter(945),82.0833,82.9117,94.4264
perimeter(946),80.669,86.5685,97.0122
perimeter(947),80.3259,85.7401,99.598
perimeter(948),83.397,85.1543,100.184
perimeter(949),85.1543,84.0833,102.669
perimeter(950),88.5685,80.9117,101.841
perimeter(951),87.1543,82.9117,101.012
perimeter(952),85.9828,80.9117,97.598
perimeter(953),85.7401,81.2548,95.8406
perimeter(954),81.9828,84.3259,95.598
perimeter(955),80.3259,81.4975,92.1838
perimeter(956),81.4975,87.7401,94.1838
perimeter(957),81.4975,84.0833,95.598
perimeter(958),82.9117,82.9117,97.598
perimeter(959),85.1543,81.2548,102.426
perimeter(960),87.397,80.0833,101.012
perimeter(961),90.5685,80.669,102.083
perimeter(962),92.2254,82.0833,103.497
perimeter(963),91.397,81.4975,102.669
perimeter(964),91.6396,87.7401,102.426
perimeter(965),88.8112,87.1543,103.255
perimeter(966),86.8112,87.7401,102.669
perimeter(967),85.1543,86.0833,103.497
perimeter(968),83.1543,80.669,102.912
perimeter(969),84.0833,80.0833,99.2548
perimeter(970),82.9117,80.9117,95.4975
perimeter(971),80.5685,82.3259,93.2548
perimeter(972),81.1543,83.1543,93.2548
perimeter(973),83.9828,86.5685,96.0833
perimeter(974),85.397,87.7401,96.0833
perimeter(975),88.8112,88.5685,101.497
perimeter(976),86.8112,84.0833,103.154
perimeter(977),86.8112,80.0833,105.154
perimeter(978),87.9828,80.0833,103.74
perimeter(979),87.9828,82.669,107.397
perimeter(980),86.5685,82.9117,106.569
perimeter(981),88.5685,84.9117,102.569
perimeter(982),88.8112,89.397,100.326
perimeter(983),86.5685,87.1543,96.3259
perimeter(984),79.1543,86.5685,95.7401
perimeter(985),75.2548,84.3259,92.9117
perimeter(986),75.0122,82.3259,94.0833
perimeter(987),77.8406,80.0833,94.9117
perimeter(988),78.9117,82.669,94.669
perimeter(989),75.8406,82.9117,97.4975
perimeter(990),81.8406,84.3259,102.569
perimeter(991),82.3259,87.7401,103.154
perimeter(992),82.0833,88.3259,103.983
perimeter(993),86.3259,87.9828,105.983
perimeter(994),87.4975,83.7401,106.811
perimeter(995),84.9117,81.7401,103.154
perimeter(996),79.8406,80.0833,103.983
perimeter(997),81.598,81.1543,98.3259
perimeter(998),83.598,83.7401,94.669
perimeter(999),81.8406,86.5685,95.4975
perimeter(1000),81.8406,87.397,95.7401
perimeter(1001),81.8406,86.5685,95.4975
perimeter(1002),80.4264,85.9828,96.3259
perimeter(1003),77.598,82.669,98.3259
perimeter(1004),78.0833,80.669,103.74
perimeter(1005),74.669,81.4975,105.983
perimeter(1006),73.0122,83.4975,105.983
perimeter(1007),74.669,86.3259,106.569
perimeter(1008),72.7696,86.3259,102.912
perimeter(1009),71.0122,85.7401,100.083
perimeter(1010),70.7696,82.5685,95.4975
perimeter(1011),71.598,85.4975,92.9117
perimeter(1012),71.9411,82.669,94.0833
perimeter(1013),71.598,81.1543,96.3259
perimeter(1014),68.7696,81.4975,96.0833
perimeter(1015),67.3553,82.3259,96.9117
perimeter(1016),65.9411,81.1543,100.326
perimeter(1017),65.9411,88.2254,104.326
perimeter(1018),67.3553,83.1543,105.74
perimeter(1019),65.9411,86.3259,102.912
perimeter(1020),67.3553,82.3259,104.569
perimeter(1021),65.6985,80.0833,103.497
perimeter(1022),70.1838,80.9117,101.74
perimeter(1023),69.3553,81.7401,96.3259
perimeter(1024),69.3553,83.1543,95.4975
perimeter(1025),73.1127,81.4975,94.0833
perimeter(1026),73.9411,89.1543,94.669
perimeter(1027),74.1838,86.9117,94.0833
perimeter(1028),73.3553,89.7401,96.9117
perimeter(1029),73.9411,88.5685,101.154
perimeter(1030),78.1838,84.0833,103.74
perimeter(1031),77.3553,81.2548,102.912
perimeter(1032),77.9411,86.3259,104.569
perimeter(1033),77.1127,81.8406,102.912
perimeter(1034),79.9411,83.2548,103.74
perimeter(1035),79.3553,84.669,101.983
perimeter(1036),80.1838,83.8406,99.1543
perimeter(1037),82.1838,90.669,94.9117
perimeter(1038),83.3553,87.8406,93.4975
perimeter(1039),82.7696,88.9117,94.3259
perimeter(1040),82.7696,85.2548,93.7401
perimeter(1041),83.8406,84.0833,94.5685
perimeter(1042),83.598,83.4975,98.5685
perimeter(1043),80.1838,81.8406,103.64
perimeter(1044),82.4264,84.0833,103.64
perimeter(1045),85.4975,84.669,103.397
perimeter(1046),87.4975,81.2548,103.397
perimeter(1047),87.1543,88.3259,104.811
perimeter(1048),87.4975,86.3259,104.225
perimeter(1049),87.1543,88.3259,97.1543
perimeter(1050),86.9117,84.9117,97.397
perimeter(1051),88.9117,80.0833,93.9828
perimeter(1052),85.4975,79.4975,93.1543
perimeter(1053),82.0833,80.669,93.7401
perimeter(1054),80.9117,82.0833,96.3259
perimeter(1055),81.4975,82.9117,95.9828
perimeter(1056),80.3259,89.9828,98.5685
perimeter(1057),81.4975,85.7401,99.9828
perimeter(1058),82.3259,87.7401,101.397
perimeter(1059),80.3259,82.3259,100.811
perimeter(1060),84.5685,79.4975,100.811
perimeter(1061),87.7401,80.3259,101.154
perimeter(1062),88.5685,80.3259,96.5685
perimeter(1063),86.3259,80.9117,92.9117
perimeter(1064),87.397,83.1543,93.9828
perimeter(1065),86.3259,81.1543,94.5685
perimeter(1066),81.7401,86.5685,94.9117
perimeter(1067),81.4975,83.7401,95.1543
perimeter(1068),82.9117,82.5685,97.9828
perimeter(1069),82.3259,78.9117,99.9828
perimeter(1070),82.3259,80.0833,103.154
perimeter(1071),82.0833,80.9117,103.983
perimeter(1072),88.3259,83.4975,103.397
perimeter(1073),91.397,82.5685,103.397
perimeter(1074),89.397,85.1543,100.569
perimeter(1075),89.7401,87.7401,98.5685
perimeter(1076),88.5685,83.1543,95.1543
perimeter(1077),84.5685,80.9117,93.7401
perimeter(1078),84.3259,79.1543,94.9117
perimeter(1079),84.3259,79.7401,94.3259
perimeter(1080),84.9117,78.3259,97.9828
perimeter(1081),82.9117,80.669,96.8112
perimeter(1082),85.4975,81.4975,103.054
perimeter(1083),88.3259,83.1543,103.397
perimeter(1084),89.1543,85.4975,102.811
perimeter(1085),87.9828,88.3259,102.468
perimeter(1086),84.9117,82.3259,101.397
perimeter(1087),86.3259,78.9117,96.8112
perimeter(1088),84.3259,79.7401,94.3259
perimeter(1089),84.3259,78.669,93.7401
perimeter(1090),83.7401,80.3259,91.397
perimeter(1091),84.0833,82.9117,93.397
perimeter(1092),85.1543,84.0833,97.397
perimeter(1093),87.1543,83.1543,98.2254
perimeter(1094),89.1543,87.397,103.054
perimeter(1095),85.9828,82.9117,103.397
perimeter(1096),86.3259,81.7401,104.225
perimeter(1097),82.3259,80.0833,105.054
perimeter(1098),83.1543,79.8406,105.296
perimeter(1099),83.7401,80.3259,105.882
perimeter(1100),84.3259,80.9117,104.468
perimeter(1101),83.4975,80.9117,104.125
perimeter(1102),88.5685,86.3259,101.054
perimeter(1103),88.5685,83.1543,97.9828
perimeter(1104),86.5685,84.3259,93.1543
perimeter(1105),89.397,78.669,93.1543
perimeter(1106),85.7401,79.2548,93.1543
perimeter(1107),84.0833,79.4975,94.8112
perimeter(1108),85.4975,82.3259,96.5685
perimeter(1109),84.9117,81.2548,100.811
perimeter(1110),85.7401,79.0122,104.225
perimeter(1111),88.3259,87.4975,103.296
perimeter(1112),89.9828,82.9117,103.296
perimeter(1113),89.7401,82.0833,106.468
perimeter(1114),93.1543,81.2548,105.296
perimeter(1115),93.9828,81.2548,103.054
perimeter(1116),94.8112,79.2548,101.054
perimeter(1117),91.7401,79.2548,97.6396
perimeter(1118),89.1543,79.0122,93.9828
perimeter(1119),83.4975,86.4264,93.9828
perimeter(1120),79.0122,86.669,97.397
perimeter(1121),76.7696,83.2548,97.397
perimeter(1122),71.3553,87.2548,98.8112
perimeter(1123),73.0122,82.669,102.468
perimeter(1124),73.8406,79.8406,105.054
perimeter(1125),74.4264,79.0122,103.054
perimeter(1126),73.0122,79.0122,103.054
perimeter(1127),75.0122,81.0122,105.054
perimeter(1128),74.7696,83.8406,97.6396
perimeter(1129),79.0122,86.669,95.397
perimeter(1130),78.7696,85.2548,94.8112
perimeter(1131),81.0122,83.8406,95.9828
perimeter(1132),86.4264,84.669,94.2254
perimeter(1133),83.2548,82.1838,98.8112
perimeter(1134),84.669,79.8406,101.64
perimeter(1135),89.2548,80.4264,103.64
perimeter(1136),85.8406,81.2548,101.64
perimeter(1137),84.4264,82.669,103.882
perimeter(1138),82.4264,78.0833,104.125
perimeter(1139),83.8406,84.3259,105.539
perimeter(1140),87.2548,84.669,105.054
perimeter(1141),88.0833,78.4264,104.711
perimeter(1142),87.2548,81.8406,104.711
perimeter(1143),87.4975,80.669,103.64
perimeter(1144),84.9117,80.0833,97.9828
perimeter(1145),84.0833,81.4975,96.8112
perimeter(1146),84.669,82.0833,92.8112
perimeter(1147),89.4975,87.7401,91.397
perimeter(1148),89.7401,80.4264,93.397
perimeter(1149),87.7401,80.669,96.8112
perimeter(1150),83.4975,80.1838,99.8822
perimeter(1151),84.9117,78.4264,104.811
perimeter(1152),82.0833,79.0122,103.296
perimeter(1153),84.3259,80.9117,104.711
perimeter(1154),82.9117,80.669,104.711
perimeter(1155),85.1543,85.7401,102.711
perimeter(1156),86.5685,87.7401,100.711
perimeter(1157),87.7401,82.9117,95.9828
perimeter(1158),87.9828,78.9117,95.1543
perimeter(1159),84.5685,78.0833,91.9828
perimeter(1160),84.9117,79.4975,93.9828
perimeter(1161),83.7401,78.0833,94.8112
perimeter(1162),84.0833,78.669,97.9828
perimeter(1163),85.1543,80.669,100.225
perimeter(1164),84.9117,76.4264,103.054
perimeter(1165),88.3259,85.9828,104.811
perimeter(1166),88.3259,84.9117,103.296
perimeter(1167),87.1543,82.0833,103.882
perimeter(1168),87.4975,85.4975,99.6396
perimeter(1169),87.4975,82.669,94.8112
perimeter(1170),82.9117,79.2548,92.5685
perimeter(1171),82.669,79.8406,91.397
perimeter(1172),81.4975,81.4975,93.1543
perimeter(1173),80.9117,84.669,97.9828
perimeter(1174),80.669,87.7401,99.0538
perimeter(1175),82.0833,85.1543,99.6396
perimeter(1176),82.669,85.4975,106.468
perimeter(1177),82.9117,84.3259,106.468
perimeter(1178),81.4975,80.0833,105.296
perimeter(1179),80.3259,79.2548,107.882
perimeter(1180),79.8406,78.0833,103.054
perimeter(1181),79.8406,78.0833,105.882
perimeter(1182),78.0833,83.7401,106.711
perimeter(1183),77.2548,80.669,105.054
perimeter(1184),78.9117,82.9117,103.054
perimeter(1185),77.8406,80.0833,99.8822
perimeter(1186),80.669,80.9117,95.9828
perimeter(1187),80.669,78.9117,93.397
perimeter(1188),77.2548,79.2548,94.8112
perimeter(1189),77.4975,79.4975,97.397
perimeter(1190),79.2548,79.7401,95.6396
perimeter(1191),77.2548,80.3259,99.6396
perimeter(1192),77.2548,76.669,99.2965
perimeter(1193),78.9117,87.1543,103.054
perimeter(1194),78.669,83.4975,101.882
perimeter(1195),80.669,83.4975,105.054
perimeter(1196),83.4975,81.4975,104.468
perimeter(1197),78.0833,78.0833,101.882
perimeter(1198),77.8406,76.669,99.9828
perimeter(1199),76.669,78.669,94.2254
spine_length(0),36.8592,35.1083,42.4646
spine_length(1),34.5685,35.5279,43.3392
spine_length(2),33.789,34.6272,43.1459
spine_length(3),33.2037,35.0956,42.9869
spine_length(4),33.4037,37.6918,43.6827
spine_length(5),33.2042,36.211,44.4386
spine_length(6),33.6624,36.2463,44.8391
spine_length(7),34.6026,36.8289,43.8043
spine_length(8),36.9676,34.2515,44.4084
spine_length(9),37.9472,34.0187,45.6774
spine_length(10),36.8253,33.5134,45.2366
spine_length(11),37.9908,34.9824,45.6437
spine_length(12),37.5063,34.8159,47.0907
spine_length(13),36.9814,34.4347,46.4813
spine_length(14),36.2444,35.849,46.2617
spine_length(15),34.4495,37.7754,47.1361
spine_length(16),34.6571,38.5848,46.4213
spine_length(17),34.698,39.3983,46.6008
spine_length(18),34.6883,38.192,45.9947
spine_length(19),34.1258,35.0467,45.2286
spine_length(20),35.465,35.7471,45.0434
spine_length(21),35.7135,35.15,44.3513
spine_length(22),38.0777,34.3233,43.9695
spine_length(23),36.814,34.0561,41.3141
spine_length(24),38.026,35.4453,41.8667
spine_length(25),37.3489,37.1206,40.5796
spine_length(26),35.4841,38.3631,41.4709
spine_length(27),33.1349,39.185,41.6779
spine_length(28),33.5716,39.7618,40.9942
spine_length(29),33.4761,38.2829,42.3212
spine_length(30),33.6274,37.2843,42.7669
spine_length(31),34.035,38.2141,43.8315
spine_length(32),34.2059,35.4891,45.1245
spine_length(33),36.2121,34.7951,45.0881
spine_length(34),36.6358,34.9837,45.5023
spine_length(35),36.5776,34.933,44.8396
spine_length(36),38.9451,35.8837,44.9107
spine_length(37),37.2787,37.0304,46.5677
spine_length(38),36.5249,36.9872,44.481
spine_length(39),34.1528,39.7278,43.8704
spine_length(40),33.9481,39.2168,42.5297
spine_length(41),34.4115,40.7299,41.1718
spine_length(42),34.0037,38.6959,40.9964
spine_length(43),33.3932,35.8789,41.7873
spine_length(44),35.4088,35.8113,41.4451
spine_length(45),36.5925,36.1657,41.2686
spine_length(46),37.6161,35.5348,41.4374
spine_length(47),36.7259,36.796,43.2149
spine_length(48),37.9149,36.062,44.1075
spine_length(49),35.7728,37.1419,44.2925
spine_length(50),33.3933,38.7898,45.3691
spine_length(51),33.7816,38.1876,44.4584
spine_length(52),32.9888,37.2589,44.8698
spine_length(53),33.4759,38.5042,44.9475
spine_length(54),33.8019,35.8175,44.7037
spine_length(55),34.3414,34.0788,44.6751
spine_length(56),36.6776,34.686,42.2214
spine_length(57),36.9933,35.0403,41.054
spine_length(58),37.0523,34.6129,41.1495
spine_length(59),37.5618,35.2365,40.9579
spine_length(60),35.0486,35.9173,41.4802
spine_length(61),33.0103,37.6664,41.6503
spine_length(62),33.5799,38.3744,42.0527
spine_length(63),34.6541,38.0902,41.3187
spine_length(64),34.2378,37.5268,43.3037
spine_length(65),33.712,38.323,44.2828
