,larva(1),larva(4),larva(6)
radius_3(186),3.5301,3.95895,4.98929
radius_3(187),3.5301,4.09219,5.7468
radius_3(188),3.29713,4.16577,5.20951
radius_3(189),3.22488,4.26126,5.30973
radius_3(190),2.9041,4.51564,5.15052
radius_3(191),3.45819,4.79602,5.15961
radius_3(192),3.26887,4.51427,4.94976
radius_3(193),3.4594,4.43866,5.18802
radius_3(194),3.38042,4.50633,5.22081
radius_3(195),3.81619,3.96545,5.17978
radius_3(196),3.34253,4.10809,4.95723
radius_3(197),3.15703,4.22805,5.02178
radius_3(198),3.78249,4.18748,4.83924
radius_3(199),3.49442,4.19523,5.11289
radius_3(200),3.02214,4.12396,5.02337
radius_3(201),3.06847,4.46084,5.43798
radius_3(202),3.80553,4.60271,4.92437
radius_3(203),3.06079,4.57647,5.56524
radius_3(204),3.46409,4.28304,5.44047
radius_3(205),3.8601,3.92359,4.95028
radius_3(206),3.77299,3.64439,5.43217
radius_3(207),3.44739,4.00312,5.03982
radius_3(208),3.4739,3.6232,5.16295
radius_3(209),3.36325,3.95335,5.16157
radius_3(210),3.46959,3.92103,5.08846
radius_3(211),3.33191,3.9906,4.83361
radius_3(212),3.51478,4.35695,4.8153
radius_3(213),2.98613,4.36353,4.95121
radius_3(214),3.25276,4.43754,5.08702
radius_3(215),3.33537,3.85675,5.38981
radius_3(216),3.72729,4.14994,4.85321
radius_3(217),2.95704,3.63206,5.00005
radius_3(218),3.46959,3.62157,5.64645
radius_3(219),3.07498,3.59067,5.92789
radius_3(220),3.36514,3.82573,5.35457
radius_3(221),3.37183,4.27207,5.43217
radius_3(222),3.55941,4.30969,5.06454
radius_3(223),3.40465,4.37557,5.16661
radius_3(224),3.36212,4.3713,5.08176
radius_3(225),2.93509,3.93829,5.19989
radius_3(226),3.0393,3.92744,5.30706
radius_3(227),3.13261,3.64484,5.25745
radius_3(228),2.89978,3.79566,5.06794
radius_3(229),3.16679,4.10894,4.99844
radius_3(230),3.11348,4.04625,5.28443
radius_3(231),3.26933,4.08533,5.14884
radius_3(232),3.27935,4.59032,5.52388
radius_3(233),3.43707,4.32239,5.22079
radius_3(234),3.14331,4.59997,5.66244
radius_3(235),3.43089,3.66337,5.32428
radius_3(236),3.22548,3.89125,5.03189
radius_3(237),3.1882,3.93684,5.11308
radius_3(238),3.35384,3.92208,5.21139
radius_3(239),3.03939,3.84655,5.02571
radius_3(240),3.02823,4.00039,5.21317
radius_3(241),2.94636,4.23584,5.14503
radius_3(242),3.26345,4.32904,5.21333
radius_3(243),3.13891,4.29846,5.04718
radius_3(244),3.23584,4.49054,5.38509
radius_3(245),3.162,4.58117,5.09984
radius_3(246),3.21626,4.72329,5.41926
radius_3(247),3.27703,4.53681,5.03033
radius_3(248),3.25604,4.23528,5.45522
radius_3(249),3.31396,4.24359,5.47563
radius_3(250),3.11289,4.02725,4.67272
radius_3(251),3.08513,3.96197,4.79047
radius_3(252),3.02842,4.13919,4.71011
radius_3(253),3.20411,4.15809,5.07964
radius_3(254),3.45543,4.25848,4.67535
radius_3(255),3.05411,4.74531,4.90925
radius_3(256),3.37076,4.78031,5.14779
radius_3(257),3.10801,4.57664,5.13326
radius_3(258),3.3534,4.47712,5.05917
radius_3(259),3.19966,4.01071,4.68085
radius_3(260),3.33391,4.24132,5.06643
radius_3(261),3.28893,4.15658,5.21772
radius_3(262),3.39204,4.43737,5.1281
radius_3(263),3.09066,4.34108,5.11375
radius_3(264),3.07443,4.52068,4.82252
radius_3(265),2.87818,4.97564,5.25041
radius_3(266),3.1957,4.73633,5.16135
radius_3(267),3.15263,4.58044,5.12868
radius_3(268),2.99373,4.39905,4.9463
radius_3(269),3.55093,4.49042,5.29881
radius_3(270),3.46933,4.2406,5.29881
radius_3(271),3.2405,4.15505,5.13098
radius_3(272),3.51585,4.39616,5.16636
radius_3(273),3.43549,4.51636,5.29069
radius_3(274),3.63057,4.76758,5.14979
radius_3(275),3.22471,4.64199,5.14197
radius_3(276),2.99795,4.56206,5.17823
radius_3(277),3.00633,4.47028,5.01638
radius_3(278),3.18271,4.44635,4.88751
radius_3(279),3.20173,4.01172,5.13236
radius_3(280),3.31655,3.99169,4.18128
radius_3(281),3.55271,4.30677,4.6957
radius_3(282),3.4468,4.24661,4.94014
radius_3(283),3.70005,4.57198,4.83507
radius_3(284),3.26027,4.57684,4.55031
radius_3(285),3.62381,4.42805,5.33825
radius_3(286),3.51119,4.63679,4.97333
radius_3(287),3.6022,4.3344,4.96498
radius_3(288),3.52854,4.11899,4.97164
radius_3(289),3.59879,4.00081,5.46151
radius_3(290),3.32543,4.08573,5.14357
radius_3(291),3.20705,3.91718,5.10472
radius_3(292),3.53786,4.23658,5.4025
radius_3(293),3.44205,4.27299,4.93963
radius_3(294),3.53234,4.25426,5.2821
radius_3(295),3.68469,4.48485,5.09606
radius_3(296),3.41647,4.57846,5.36113
radius_3(297),3.49263,3.96927,5.36456
radius_3(298),3.27749,3.8615,5.32335
radius_3(299),3.65615,3.92988,5.32341
radius_3(300),3.38241,3.91914,5.02794
radius_3(301),3.77273,3.99923,5.05046
radius_3(302),3.40722,4.34663,5.03614
radius_3(303),3.29204,4.35873,5.48926
radius_3(304),3.79457,4.50846,5.49717
radius_3(305),3.30516,4.19879,5.66582
radius_3(306),3.3265,4.01714,5.01586
radius_3(307),3.43257,4.24566,5.47943
radius_3(308),3.525,3.62124,5.56216
radius_3(309),3.14676,4.05442,5.37524
radius_3(310),3.48352,4.2202,5.29054
radius_3(311),3.56938,4.3079,5.71906
radius_3(312),3.73398,4.23233,5.68707
radius_3(313),3.7212,4.52572,5.32711
radius_3(314),3.40684,4.57854,5.50427
radius_3(315),3.35032,4.48226,5.02052
radius_3(316),3.12352,4.41096,4.69434
radius_3(317),3.09195,3.97096,5.04755
radius_3(318),3.47321,4.24493,4.44678
radius_3(319),3.50378,4.40004,5.22394
radius_3(320),3.70437,4.75174,5.23059
radius_3(321),3.67839,4.0508,5.10785
radius_3(322),3.47088,4.92912,5.01941
radius_3(323),3.3225,4.37263,4.77552
radius_3(324),3.43075,4.48221,5.20747
radius_3(325),3.78542,4.48226,5.14934
radius_3(326),3.46844,4.84539,5.11897
radius_3(327),3.29436,4.03453,5.21757
radius_3(328),3.61657,4.01662,4.62785
radius_3(329),3.28858,4.27242,4.72416
radius_3(330),3.48607,4.24097,4.60082
radius_3(331),3.4594,4.45887,4.65827
radius_3(332),3.50869,4.72691,4.71911
radius_3(333),3.52662,4.28466,4.73117
radius_3(334),3.47321,4.25328,4.70746
radius_3(335),3.47321,4.11524,4.6608
radius_3(336),3.58698,4.23197,4.85021
radius_3(337),3.51223,4.59677,5.2977
radius_3(338),3.72621,4.27099,5.05108
radius_3(339),3.69496,4.16553,5.1709
radius_3(340),3.79267,4.75152,5.10395
radius_3(341),3.67226,4.35654,5.13462
radius_3(342),3.73734,4.52306,5.50542
radius_3(343),3.27279,4.55792,5.26634
radius_3(344),3.55979,4.49227,5.34001
radius_3(345),3.70451,4.09914,5.00954
radius_3(346),3.77786,4.18543,4.66277
radius_3(347),3.63501,4.49857,5.06048
radius_3(348),3.16982,3.98222,5.28784
radius_3(349),3.24266,4.32901,5.14461
radius_3(350),3.33666,4.44353,4.995
radius_3(351),3.55487,4.60411,4.86106
radius_3(352),3.24316,4.11227,4.91559
radius_3(353),3.41219,4.20709,4.94127
radius_3(354),3.44992,4.12974,4.84723
radius_3(355),3.53372,4.20626,4.85327
radius_3(356),3.49833,4.31926,4.97412
radius_3(357),3.82357,4.44441,4.86614
radius_3(358),3.72621,4.63169,5.36161
radius_3(359),3.68741,3.95926,5.51398
radius_3(360),3.42601,4.42097,5.39728
radius_3(361),3.2443,4.47011,5.60362
radius_3(362),3.56695,4.44061,5.56665
radius_3(363),3.26951,4.29292,5.53607
radius_3(364),3.50493,4.22801,5.24088
radius_3(365),3.41754,4.51844,4.99278
radius_3(366),3.5301,4.46452,5.16704
radius_3(367),3.40002,4.20811,5.24745
radius_3(368),3.46579,4.51088,5.28437
radius_3(369),3.47321,4.13472,4.95929
radius_3(370),3.85905,4.90301,4.94782
radius_3(371),3.36497,4.71664,5.08099
radius_3(372),3.23135,4.74229,5.06637
radius_3(373),3.6063,4.94267,5.06586
radius_3(374),3.47624,4.46258,4.96176
radius_3(375),3.60795,4.58876,5.00278
radius_3(376),3.62599,4.51074,5.23987
radius_3(377),3.78439,4.88019,4.98285
radius_3(378),3.58521,4.87557,4.88485
radius_3(379),3.97131,4.28877,4.92377
radius_3(380),3.82948,4.76922,5.38344
radius_3(381),3.47321,4.82195,4.93086
radius_3(382),3.32958,5.01978,5.25371
radius_3(383),3.53526,4.78626,4.92612
radius_3(384),3.51723,4.91423,4.99033
radius_3(385),3.72618,4.94975,4.5227
radius_3(386),3.74787,4.39722,4.6636
radius_3(387),3.36297,4.42011,4.7915
radius_3(388),3.53812,4.58644,4.87568
radius_3(389),3.30018,4.57591,4.93456
radius_3(390),3.70031,4.46745,4.76146
radius_3(391),3.55678,4.48165,4.93656
radius_3(392),3.59147,4.87634,4.80697
radius_3(393),3.74427,4.30108,4.78709
radius_3(394),3.47321,4.41277,4.72097
radius_3(395),3.63994,4.49201,4.83211
radius_3(396),3.56764,4.62298,4.6503
radius_3(397),3.45172,4.33792,4.34707
radius_3(398),3.39216,4.68437,4.56579
radius_3(399),3.44233,4.80758,4.39107
radius_3(400),3.74554,4.71639,4.48333
radius_3(401),3.54786,4.81445,4.69516
radius_3(402),3.79434,4.9289,4.77297
radius_3(403),3.01668,4.95803,4.98563
radius_3(404),3.57386,4.72685,4.56359
radius_3(405),3.13744,4.91432,4.60075
radius_3(406),3.78439,4.98504,4.71641
radius_3(407),3.31698,4.49155,4.75681
radius_3(408),3.37468,4.83825,5.12122
radius_3(409),3.45224,4.62321,5.22382
radius_3(410),3.50731,4.10821,4.61273
radius_3(411),3.48046,4.49216,4.69419
radius_3(412),3.30852,4.53613,4.39916
radius_3(413),3.27598,4.17837,4.6302
radius_3(414),3.59829,4.3048,4.7738
radius_3(415),3.71876,4.59998,4.51603
radius_3(416),3.60131,4.62006,4.78172
radius_3(417),3.77567,4.42378,4.60219
radius_3(418),3.57748,3.90699,4.88391
radius_3(419),3.49298,4.39912,4.64057
radius_3(420),3.58206,4.16353,5.18329
radius_3(421),3.54322,4.15741,5.12815
radius_3(422),3.71494,4.17761,5.25854
radius_3(423),3.60744,4.38449,5.21399
radius_3(424),3.8505,4.59808,4.82173
radius_3(425),3.50535,4.2626,4.74617
radius_3(426),3.39406,4.71704,4.51038
radius_3(427),3.49682,4.6908,4.68445
radius_3(428),3.00986,4.40527,4.36249
radius_3(429),3.09584,4.42017,4.56311
radius_3(430),3.70776,3.92994,4.37522
radius_3(431),3.87739,4.08691,4.46533
radius_3(432),3.85439,4.36597,4.78527
radius_3(433),3.79457,4.62689,5.01508
radius_3(434),3.59273,4.61476,5.22382
radius_3(435),3.40452,4.81683,4.92501
radius_3(436),3.52566,4.979,5.29358
radius_3(437),3.67269,4.35803,4.72632
radius_3(438),3.38454,4.50873,4.71765
radius_3(439),3.94623,4.30463,4.3324
radius_3(440),3.85206,4.31982,4.71092
radius_3(441),4.03324,4.06245,4.66033
radius_3(442),3.82944,4.0466,4.62103
radius_3(443),3.38709,4.18646,4.42604
radius_3(444),3.54097,4.56493,4.28342
radius_3(445),3.87873,4.59998,4.51556
radius_3(446),3.60486,4.94764,4.78229
radius_3(447),3.78426,4.45135,4.96643
radius_3(448),3.38388,4.42548,5.22382
radius_3(449),4.01019,4.62677,5.18555
radius_3(450),3.03218,4.21742,5.22382
radius_3(451),3.37553,4.08374,5.224
radius_3(452),3.04594,4.62677,4.60431
radius_3(453),3.08263,4.62677,4.97949
radius_3(454),3.18788,4.47778,4.91937
radius_3(455),3.36881,4.89264,4.20142
radius_3(456),3.7818,4.57102,4.31667
radius_3(457),3.37413,4.59998,5.02866
radius_3(458),3.34476,4.59998,4.90033
radius_3(459),3.59863,4.23029,4.92511
radius_3(460),3.36464,4.25977,4.58407
radius_3(461),3.66639,4.59998,5.02075
radius_3(462),3.87795,4.54789,4.70836
radius_3(463),3.37438,4.20795,5.03787
radius_3(464),3.39455,4.64938,4.87046
radius_3(465),3.22072,4.65145,5.22241
radius_3(466),3.60166,4.79006,5.02075
radius_3(467),3.5808,4.62964,4.92102
radius_3(468),3.36984,4.23334,4.73682
radius_3(469),3.36523,4.13194,4.82472
radius_3(470),3.35705,4.28894,4.63462
radius_3(471),3.2557,4.10388,4.83855
radius_3(472),3.15102,4.41526,4.88522
radius_3(473),3.53084,4.62677,4.69882
radius_3(474),3.55164,4.65266,5.24062
radius_3(475),3.39833,4.6884,5.18854
radius_3(476),3.54939,4.68903,5.53273
radius_3(477),3.47274,4.61289,5.62562
radius_3(478),3.14318,4.22876,5.61389
radius_3(479),3.23891,4.0625,5.78844
radius_3(480),3.29756,4.62677,5.09522
radius_3(481),3.77832,4.34857,4.85748
radius_3(482),3.49813,4.59998,4.73235
radius_3(483),3.35639,4.77771,4.71595
radius_3(484),3.32093,4.65167,4.76139
radius_3(485),3.26478,4.86289,4.86503
radius_3(486),3.53597,4.6971,4.64035
radius_3(487),2.94891,4.59998,4.69994
radius_3(488),3.39069,4.3996,4.7246
radius_3(489),3.26197,4.09515,4.82858
radius_3(490),3.38498,4.59998,5.08096
radius_3(491),2.94147,4.62677,5.26016
radius_3(492),3.22914,4.48529,5.18596
radius_3(493),3.29291,4.77544,4.97661
radius_3(494),3.08417,4.86789,5.2405
radius_3(495),3.33944,4.841,5.24223
radius_3(496),3.37569,4.59998,4.89265
radius_3(497),3.11572,4.31882,4.38204
radius_3(498),3.35163,4.15941,4.87199
radius_3(499),3.31049,4.20001,4.72225
radius_3(500),3.31796,4.22046,4.37975
radius_3(501),3.26383,4.4012,4.50647
radius_3(502),3.09042,4.59998,4.95972
radius_3(503),3.04789,4.83209,4.87109
radius_3(504),3.13947,4.7513,4.61932
radius_3(505),2.66206,4.8363,4.85846
radius_3(506),3.55824,4.44427,4.82776
radius_3(507),3.35928,4.44153,5.02679
radius_3(508),3.15764,4.51508,5.35743
radius_3(509),2.72259,4.24135,5.01431
radius_3(510),3.18989,4.59998,4.47943
radius_3(511),3.07667,4.59998,4.85419
radius_3(512),3.17301,4.72114,4.63681
radius_3(513),3.22341,4.67363,4.5309
radius_3(514),3.00959,5.22351,4.57553
radius_3(515),3.34728,4.79364,5.01055
radius_3(516),3.3591,4.62598,4.80364
radius_3(517),3.00087,4.56287,5.22916
radius_3(518),2.98373,4.08521,4.75143
radius_3(519),3.00699,4.63404,5.03347
radius_3(520),3.40693,4.7354,5.06196
radius_3(521),3.2019,4.69228,4.8467
radius_3(522),2.94538,4.67638,4.77437
radius_3(523),3.00151,5,4.76629
radius_3(524),3.28121,4.77256,4.44138
radius_3(525),3.28076,4.35684,4.40318
radius_3(526),2.82398,4.62689,4.74536
radius_3(527),3.77222,4.62701,4.53029
radius_3(528),3.53237,4.30347,4.83045
radius_3(529),3.18503,5.20001,5.14936
radius_3(530),3.16512,4.77076,5.01131
radius_3(531),3.05835,4.68888,4.79468
radius_3(532),3.23816,4.87082,4.99115
radius_3(533),2.84402,4.66438,4.64445
radius_3(534),2.66539,4.6088,5.06977
radius_3(535),2.75476,4.86109,5.37614
radius_3(536),2.96606,4.62677,5.14185
radius_3(537),3.10693,4.62677,5.33467
radius_3(538),2.62767,4.36004,5.43732
radius_3(539),3.10404,4.94568,4.6043
radius_3(540),3.19536,4.85774,5.01368
radius_3(541),3.14187,5.0625,4.96012
radius_3(542),3.18483,4.59955,4.60394
radius_3(543),2.96045,4.59998,4.61226
radius_3(544),3.27338,4.59998,4.86403
radius_3(545),2.61414,4.62714,4.71324
radius_3(546),3.13093,4.62695,4.4837
radius_3(547),3.11928,4.61847,4.70459
radius_3(548),3.04309,4.4743,4.69367
radius_3(549),3.21289,5.01801,5.01073
radius_3(550),3.33774,4.67282,5.45196
radius_3(551),3.34825,4.8288,5.62213
radius_3(552),3.65923,5.29358,5.04342
radius_3(553),3.45027,4.82733,4.85828
radius_3(554),3.32539,4.87269,5.00454
radius_3(555),3.42578,4.72868,4.88019
radius_3(556),2.87087,4.28287,4.61798
radius_3(557),3.1665,4.62677,4.90021
radius_3(558),2.95104,4.65266,4.91895
radius_3(559),3.2478,4.93523,5.20001
radius_3(560),3.13388,4.66324,4.53123
radius_3(561),3.16498,4.62695,5.01599
radius_3(562),3.29468,4.80321,5.22388
radius_3(563),3.37439,5.02075,5.50903
radius_3(564),3.54085,5.17828,5.58443
radius_3(565),3.56871,4.70327,5.03935
radius_3(566),3.79956,4.80391,5.35608
radius_3(567),3.00513,4.65239,5.42364
radius_3(568),3.09019,4.61846,5.20001
radius_3(569),3.34809,4.53196,5.58215
radius_3(570),2.97624,4.20345,5.14746
radius_3(571),3.83797,4.6488,5.13403
radius_3(572),3.67724,4.78899,4.88426
radius_3(573),3.41394,4.88709,4.70802
radius_3(574),3.21728,5.20001,5.35199
radius_3(575),3.77432,4.34083,5.14923
radius_3(576),3.86197,4.82405,4.63131
radius_3(577),3.0021,4.5432,5.0426
radius_3(578),3.34092,4.50263,5.26339
radius_3(579),3.3186,4.57237,5.20001
radius_3(580),3.25371,4.92493,5.24354
radius_3(581),3.22024,4.90458,4.89648
radius_3(582),3.27139,4.94786,5.62213
radius_3(583),3.1829,4.81146,5.11023
radius_3(584),3.14267,4.86761,5.39294
radius_3(585),3.159,4.77423,5.18964
radius_3(586),3.2776,4.89667,4.98397
radius_3(587),3.42493,4.57245,5
radius_3(588),3.23706,4.90594,4.99109
radius_3(589),2.8002,5.23457,5.22406
radius_3(590),3.13648,5.03588,5.20001
radius_3(591),3.58071,4.72955,4.53749
radius_3(592),3.71638,5.1851,5.22626
radius_3(593),2.91956,3.82094,5.6275
radius_3(594),4.06588,4.48976,5.65285
radius_3(595),3.39475,4.58496,5.68054
radius_3(596),3.23816,4.72382,5.38184
radius_3(597),2.97046,4.53295,5.38885
radius_3(598),3.31349,5.224,5.36877
radius_3(599),3.05515,5.04132,5.09851
radius_3(600),2.97034,4.98356,5.22858
radius_3(601),3.22864,5.02075,5.20667
radius_3(602),3.09163,4.79944,5.18182
radius_3(603),3.34711,4.85107,5.26735
radius_3(604),3.44283,4.33569,5.62721
radius_3(605),3.26476,4.88037,6.20145
radius_3(606),3.20221,5.14282,6.22344
radius_3(607),3.2408,5.0597,5.62955
radius_3(608),3.0751,5.17804,5.97192
radius_3(609),3.53381,5.08008,6.22015
radius_3(610),3.53997,4.8197,5.75468
radius_3(611),3.63403,4.47234,5.8479
radius_3(612),3.28084,4.5663,5.96265
radius_3(613),3.61755,4.82998,5.70459
radius_3(614),3.90701,4.74743,5.69975
radius_3(615),3.62583,5.39221,6.00198
radius_3(616),3.92683,4.89325,6.12024
radius_3(617),2.87769,5.21692,5.86133
radius_3(618),3.18561,5.16528,5.91723
radius_3(619),3.47023,4.70831,5.72512
radius_3(620),3.20239,4.7641,6.43887
radius_3(621),3.23828,4.80075,6.33678
radius_3(622),3.58109,5.04352,6.62248
radius_3(623),3.21362,4.98041,6.13541
radius_3(624),4.28876,4.86926,6.20577
radius_3(625),3.48291,5.32593,5.59911
radius_3(626),3.37343,5.02698,5.79089
radius_3(627),3.94978,5.03326,5.89105
radius_3(628),3.80347,4.63348,5.50659
radius_3(629),3.19414,4.67858,5.49121
radius_3(630),3.43555,3.97372,5.71131
radius_3(631),2.96985,4.65198,6.12158
radius_3(632),3.29871,5.16144,6.46834
radius_3(633),2.81201,5.00696,6.14648
radius_3(634),2.99622,5.00122,6.11989
radius_3(635),3.01941,5.44061,5.44487
radius_3(636),3.4115,5.31305,5.91824
radius_3(637),3.99115,4.74664,5.48583
radius_3(638),3.2647,4.75692,5.59998
radius_3(639),3.64097,4.6169,5.51328
radius_3(640),3.34983,4.81195,5.43188
radius_3(641),3.49708,4.98535,5.52436
radius_3(642),3.73926,5.32233,5.72891
radius_3(643),3.30087,4.90177,5.96116
radius_3(644),3.4704,5.1701,6.00851
radius_3(645),2.74651,4.80969,6.43535
radius_3(646),3.03479,4.68987,6.30898
radius_3(647),3.59998,4.58437,5.84582
radius_3(648),3.52774,4.26092,5.8459
radius_3(649),3.21829,4.86345,5.73477
radius_3(650),3.34774,4.73895,5.60884
radius_3(651),3.12344,4.52833,5.38458
radius_3(652),3.11975,4.56818,5.62213
radius_3(653),3.23816,4.92951,5.59998
radius_3(654),3.28202,4.97668,5.95846
radius_3(655),3.12338,4.38331,5.75635
radius_3(656),3.19646,4.55402,5.50696
radius_3(657),3.05701,4.93665,6.12569
radius_3(658),3.27887,5.07133,5.70827
radius_3(659),3.02393,4.55286,5.78539
radius_3(660),3.0615,4.57203,5.62317
radius_3(661),2.61618,4.47185,5.69239
radius_3(662),2.71276,4.79761,5.39112
radius_3(663),3.17611,4.70917,5.01452
radius_3(664),3.05249,5.17047,5.44402
radius_3(665),3.21076,4.56475,5.00661
radius_3(666),3.31821,4.86861,5.1221
radius_3(667),3.36525,4.68081,4.94626
radius_3(668),3.60225,4.802,5.0199
radius_3(669),2.97305,4.92023,5.40417
radius_3(670),3.12189,4.32834,5.59998
radius_3(671),3.46105,5.02577,5.27001
radius_3(672),3.21277,4.55539,5.40561
radius_3(673),2.91748,5.09808,5.07622
radius_3(674),3.00879,4.96741,5.20001
radius_3(675),2.78202,4.95303,5.22382
radius_3(676),3.23575,5.03827,4.71265
radius_3(677),2.95203,4.56162,4.74445
radius_3(678),2.95203,4.33752,4.72021
radius_3(679),3.22744,4.77222,4.71629
radius_3(680),2.95275,4.64423,4.50944
radius_3(681),2.63747,4.58486,5.40565
radius_3(682),2.96164,4.28493,5.16998
radius_3(683),3.11721,4.8554,5.05405
radius_3(684),3.27417,4.89262,4.63607
radius_3(685),3.25133,5.33362,4.75093
radius_3(686),3.35485,5.41827,4.68294
radius_3(687),3.14776,4.32865,5.41634
radius_3(688),3.0769,4.97744,4.94982
radius_3(689),2.88159,4.29676,4.61986
radius_3(690),3.19297,5.01934,5.41552
radius_3(691),3.12902,4.86005,5.32394
radius_3(692),2.89415,4.92058,5.1546
radius_3(693),3,4.78145,5.59515
radius_3(694),3.06187,4.87393,5.8019
radius_3(695),2.47424,4.94341,5.33189
radius_3(696),2.94128,5.31537,5.88456
radius_3(697),3.30103,5.3941,5.73587
radius_3(698),3.02356,4.23519,5.40134
radius_3(699),2.78979,4.46254,5.23874
radius_3(700),3.00159,4.50204,5.43172
radius_3(701),3.30029,4.98328,5.9143
radius_3(702),3.40002,4.61122,5.26603
radius_3(703),3.88,5.03528,5.14024
radius_3(704),4.35086,5.08496,6.01671
radius_3(705),3.51709,5.36592,6.08137
radius_3(706),4.02515,4.44408,6.46465
radius_3(707),3.77747,4.82157,5.84839
radius_3(708),3.57947,4.72101,5.41685
radius_3(709),3.32312,4.87518,6.51017
radius_3(710),3.92901,4.30238,5.75898
radius_3(711),3.3175,4.60184,6.05144
radius_3(712),4.11487,4.99567,6.14722
radius_3(713),1.85925,5.38294,6.07056
radius_3(714),4.61117,5.0968,5.75274
radius_3(715),1.03468,4.68854,5.78705
radius_3(716),1.24935,4.72443,5.4212
radius_3(717),2.30811,4.72484,5.23977
radius_3(718),4.781,4.9579,5.29504
radius_3(719),2.64519,4.67493,5.1153
radius_3(720),2.72217,4.85833,5.57272
radius_3(721),2.84204,4.84057,5.42413
radius_3(722),2.53207,4.85224,6.2353
radius_3(723),2.83844,4.97636,6.16789
radius_3(724),3.49838,5.05573,6.10678
radius_3(725),2.47695,4.65619,5.87472
radius_3(726),2.58315,4.62921,5.8495
radius_3(727),3.861,5.09961,5.68195
radius_3(728),3.70722,4.59324,5.59531
radius_3(729),3.75786,4.61191,5.69547
radius_3(730),4.00561,4.7973,5.56937
radius_3(731),4.3269,4.86244,5.83161
radius_3(732),3.73059,5.10327,5.72157
radius_3(733),3.24321,4.73166,5.5946
radius_3(734),3.34313,4.94396,6.02412
radius_3(735),3.1,4.33037,6.47797
radius_3(736),3.21185,4.92059,5.90441
radius_3(737),3.34009,4.52392,6.47924
radius_3(738),2.91846,5.41357,6.32482
radius_3(739),2.57074,4.87207,6.27256
radius_3(740),3.01672,4.95856,6.11592
radius_3(741),3.02822,4.64596,5.84244
radius_3(742),3.1812,4.76963,5.57395
radius_3(743),2.72713,5.07196,5.55222
radius_3(744),2.64776,4.91679,5.90271
radius_3(745),3.4352,5.01923,6.06201
radius_3(746),2.94434,4.87027,5.94397
radius_3(747),2.70827,4.85064,6.15218
radius_3(748),3.37714,4.89288,6.3505
radius_3(749),3.3963,5.28558,6.50794
radius_3(750),2.84218,5.34039,6.84118
radius_3(751),2.78228,5.02429,6.39955
radius_3(752),2.73434,4.95575,6.30866
radius_3(753),2.97111,4.96002,5.6545
radius_3(754),2.9983,5.08142,5.52037
radius_3(755),2.77681,5.17328,5.71198
radius_3(756),3.37119,5.18028,5.43096
radius_3(757),3.40399,4.95618,5.44507
radius_3(758),3.54978,5.07507,5.80424
radius_3(759),3.30576,5.10626,5.59327
radius_3(760),3.60071,4.77319,6.12268
radius_3(761),3.63745,5.02905,6.18741
radius_3(762),3.36583,4.85205,6.09738
radius_3(763),2.18814,5.35614,5.83023
radius_3(764),2.10338,4.93165,5.70404
radius_3(765),3.09118,4.49415,5.55585
radius_3(766),2.01047,4.21098,5.13794
radius_3(767),2.98578,4.27177,5.35389
radius_3(768),2.72631,4.78701,5.48804
radius_3(769),2.92424,4.89123,5.24298
radius_3(770),2.727,4.50682,5.50781
radius_3(771),3.14357,4.52481,5.48334
radius_3(772),2.97212,4.91095,5.6574
radius_3(773),3.07058,4.3078,5.97495
radius_3(774),3.66084,4.77637,5.60409
radius_3(775),3.46967,4.68113,5.82869
radius_3(776),3.33303,4.55336,5.49018
radius_3(777),3.37101,5.14133,5.40145
radius_3(778),2.72469,4.89956,5.44251
radius_3(779),2.84645,4.9087,5.61976
radius_3(780),3.05717,5.29881,5.68411
radius_3(781),3.22115,5.04094,5.60936
radius_3(782),3.02873,4.73119,5.44504
radius_3(783),3.27505,5.12169,6.17876
radius_3(784),2.9883,5.10248,6.38021
radius_3(785),3.61984,4.99455,5.76626
radius_3(786),3.76084,4.76814,7.1798
radius_3(787),3.49122,5.29221,6.53441
radius_3(788),3.41829,4.89375,6.43196
radius_3(789),3.0095,4.94992,6.56243
radius_3(790),2.8349,4.88213,6.86222
radius_3(791),2.99861,5.24387,5.34608
radius_3(792),2.97485,5.14672,6.91101
radius_3(793),3.51197,5.22299,7.07857
radius_3(794),3.55199,5.19031,5.7481
radius_3(795),3.88033,5.01182,6.74548
radius_3(796),4.29577,5.07167,6.76359
radius_3(797),3.72134,5.24124,2.47644
radius_3(798),3.26523,5.08452,4.11865
radius_3(799),3.44859,4.80785,3.78541
radius_3(800),3.30188,5.14371,6.45446
radius_3(801),3.42794,5.21474,4.51158
radius_3(802),3.17181,5.22044,5.50475
radius_3(803),3.69926,4.9343,5.83336
radius_3(804),3.64429,4.68659,5.6385
radius_3(805),3.97866,4.52972,5.126
radius_3(806),3.56742,4.86595,4.83126
radius_3(807),3.78925,5.18939,6.177
radius_3(808),4.12883,5.18375,5.46915
radius_3(809),4.0209,5.00512,3.72742
radius_3(810),3.76531,4.53956,6.3833
radius_3(811),3.52632,4.8508,4.94428
radius_3(812),3.47179,5.44864,3.90396
radius_3(813),3.66027,5.24422,5.4585
radius_3(814),4.30453,4.6515,5.96304
radius_3(815),4.0849,4.73819,5.81224
radius_3(816),4.58962,4.93404,5.00951
radius_3(817),4.33362,5.00664,5.30703
radius_3(818),5.09712,4.81561,4.96458
radius_3(819),4.08853,5.10464,5.32933
radius_3(820),3.68863,4.75301,5.02162
radius_3(821),3.60942,4.98889,4.67042
